text,label
find a picture called How Much Wood Would a Woodchuck Chuck,SearchCreativeWork
Play thirties on Lastfm,PlayMusic
What is the weather like in North Salt Lake and Afghanistan ?,GetWeather
I want a table for eight in Yakima Rhode Island,BookRestaurant
"What's the weather forecast for Aug. 8, 2020 at my current location ?",GetWeather
what is the overcast forecast for midday in ID,GetWeather
When's Fools for Luck showing?,SearchScreeningEvent
Book a restaurant in Liechtenstein for seven people.,BookRestaurant
Is it going to be nice in Sandoval Belgium,GetWeather
rate this book titled Sombrero Fallout A Japanese Novel 0 points,RateBook
add The Crowd to corinne's acoustic soul playlist,AddToPlaylist
book a spot at a sushis diner in Minnesota,BookRestaurant
Play me a Frank Farian ep,PlayMusic
show creativity of photograph of My Wonderful Day,SearchCreativeWork
Play the album Remember Shakti – The Believer .,PlayMusic
Which movies are playing at B&B Theatres at 2 pm ?,SearchScreeningEvent
Will it be sunny in Spain on 3/26/2023 ?,GetWeather
show me the schedule of Dead Snow,SearchScreeningEvent
Show me the Caribbean Blue television show,SearchCreativeWork
I need a restaurant now for a party of ten,BookRestaurant
Start playing something off Spotify,PlayMusic
restaurant in Bulgaria this week party for 9 numbers,BookRestaurant
Make me reservations for a highly rated restaurant .,BookRestaurant
give one out of 6 points to this essay,RateBook
book a table for chasity and I in Vanuatu,BookRestaurant
Play sixties music by giovanni battista guadagnini .,PlayMusic
"Reserve a table for nine people at a caribbean restaurant in White Creek , Utah .",BookRestaurant
Add garry shider album to my classical essentials,AddToPlaylist
Where to buy video game of Think Fast,SearchCreativeWork
Will it be warmer in AMnicon Falls State Park ?,GetWeather
Please pull up the trailer for Stares and Whispers,SearchCreativeWork
Play always by walter parazaider .,PlayMusic
find Kerasotes Theatres showing animated movies,SearchScreeningEvent
movie schedules for Neighborhood Cinema Group,SearchScreeningEvent
I want to hear a good song from 2016,PlayMusic
find a painting called The Wipers Times,SearchCreativeWork
Add bryan gregory to the playlist Emily Dickinson,AddToPlaylist
"rate the book A Girl, a Man, and a River a five",RateBook
where can I find the video game called Izuna 2 The Unemployed Ninja Returns,SearchCreativeWork
Find GoodReader .,SearchCreativeWork
I want to hear Shooby Taylor 's Tearing Up The Album Charts .,PlayMusic
Please look for Catch a Falling Star,SearchCreativeWork
Is Goodbye Mr. Chips showing twelve minutes from now,SearchScreeningEvent
Play my Femme Fatale playlist on Vimeo,PlayMusic
Where is Priorities on Parade playing,SearchScreeningEvent
book in town for 3 at a restaurant outdoor that is not far,BookRestaurant
Please find the Packed to the Rafters work.,SearchCreativeWork
give 3 out of 6 series of The Africa House,RateBook
What is the movie schedule like,SearchScreeningEvent
play the most popular album on Google Music by sasu ripatti,PlayMusic
find Mysterious Castles of Clay,SearchScreeningEvent
What's the weather forecast for Moss Hill ?,GetWeather
how much humidity in Mancos,GetWeather
"Is it going to be warmer in Cinnaminson , North Carolina at 0659 AM ?",GetWeather
show movie times,SearchScreeningEvent
Add the name the magnificent tree to playlist this is Rosana,AddToPlaylist
Show me the movie schedule for Loews Cineplex .,SearchScreeningEvent
Will you play my Nuestros 80 playlist,PlayMusic
Play instrumental pop,PlayMusic
What is the movie schedule for films nearby,SearchScreeningEvent
Add Bien Acompañado to All Out 60s,AddToPlaylist
Is it warm at seven AM in Greenland,GetWeather
Rate this novel one out of 6 stars,RateBook
Book a restaurant in Almyra in 10 years,BookRestaurant
What time are the movie schedules,SearchScreeningEvent
need a table somewhere in McLaurin Connecticut,BookRestaurant
book a table at Black Rapids Roadhouse in Antarctica for nine,BookRestaurant
Rate this chronicle a 3,RateBook
Will it be warm in Zambia at 9 PM,GetWeather
I'd like a table for two at a brasserie in São Tomé and Príncipe,BookRestaurant
Play me a nineties song by Joseph Genaro,PlayMusic
Will it be hotter close by here at 13 o'clock ?,GetWeather
I want to add another album to the Scratchy Back Porch Blues playlist.,AddToPlaylist
Give the current textbook 5 / 6 points,RateBook
Play the greatest record by Joe Purdy on Google Music,PlayMusic
rate My Life As a Book five out of 6,RateBook
What will the weather be like at two o'clock in El Salvador,GetWeather
add this song to my playlist under Funky Jams,AddToPlaylist
Find a TV show called Union .,SearchCreativeWork
What's the weather like in Mountainair,GetWeather
"book a restaurant for me, angela and mercedes in Cimarron City , Colorado",BookRestaurant
What's the weather in RI ?,GetWeather
Show me the films currently playing at the nearest movie theatre,SearchScreeningEvent
"Is it forecast to be rainy in Winchell , Mississippi ?",GetWeather
Find me the Show Girl soundtrack,SearchCreativeWork
What movies are starting at eight pm in the area,SearchScreeningEvent
Can you get me the Maldeamores saga ?,SearchCreativeWork
What will the weather be here at 070800 am,GetWeather
play a top-twenty tune by Noor Jehan,PlayMusic
add Hot House to Have You Met Miss Jones,AddToPlaylist
add nico to my rock to work,AddToPlaylist
I am giving Dead Souls a five rating,RateBook
A novel of this quality deserves your rating of four points,RateBook
Can I get a table at The Fort ?,BookRestaurant
rate the current novel one out of 6,RateBook
Play the artist Tei last concert on Netflix,PlayMusic
want to watch the TV show Treeful of Starling,SearchCreativeWork
give the current essay a 1,RateBook
Find HeroQuest II Legacy of Sorasil .,SearchCreativeWork
Is it humid in Kuwait,GetWeather
Tell me if there will be wind in NE,GetWeather
what is the forecast for january twenty-eighth in Kentmore Park,GetWeather
Add beijing huanying ni to my workday lounge playlist,AddToPlaylist
Rate this series a 5,RateBook
What movie theatre is the closest that is playing Cheat You Fair The Story of Maxwell Street right now,SearchScreeningEvent
I would like to book a food truck for my friend and I,BookRestaurant
Search for To Heart 2,SearchCreativeWork
what films are playing at the closest movie house,SearchScreeningEvent
Play me a song by Carol Arnauld from 2003,PlayMusic
Find Return to Krondor .,SearchCreativeWork
Play a movement from the nineties,PlayMusic
What movie house is playing Something for the Birds,SearchScreeningEvent
Please search The Big Game show .,SearchCreativeWork
"How cold is it going to be in San Marcial , AK in one second ?",GetWeather
rate the current textbook 4 of 6 points,RateBook
Rate She A History of Adventure a one of 6,RateBook
I would give this textbook a rating of 0 and a best rating of 6,RateBook
What's the weather in HI,GetWeather
What's the weather forecast at sixteen in Oklahoma ?,GetWeather
"What will the temperature be like at Fort Point, San Francisco the day after tomorrow",GetWeather
Rate the Blood on the Moon saga a three,RateBook
Rate the current novel 1 out of 6 points .,RateBook
Add Born Free to Fresh R&B,AddToPlaylist
Show A Family Torn Apart TV show,SearchCreativeWork
Can i get the movie times for Fox Theatres ?,SearchScreeningEvent
Play some songs from 1958,PlayMusic
Will it be stormy in Ritchey in Palau,GetWeather
What is the temperate in Uintah right now,GetWeather
book any popular puglia serving oyster bar for 10 in Jemez Springs,BookRestaurant
What is the weather at the current position,GetWeather
I am rating this book titled The Billion Dollar Ransom 3 stars .,RateBook
book a southeastern restaurant in Heard Island and McDonald Islands,BookRestaurant
Add album to my fairy tales,AddToPlaylist
"Assign 4 stars out of 6 to the chronicle , God and Man at Yale .",RateBook
book me a restaurant in Aransas Pass in seventeen hours,GetWeather
add Bossa Nova Soul Samba to my jukebox boogie rhythm & blues playlist,AddToPlaylist
Is it freezing at Jasmund National Park,GetWeather
What films are in the neighborhood,SearchScreeningEvent
forecast for Laguna Heights Barbados,GetWeather
put this track on my infinite indie folk playlist,AddToPlaylist
add a song by Masayoshi Yamazaki to my this is Los Fabulosos Cadillacs playlist,AddToPlaylist
Play something off my New Boots playlist,PlayMusic
Show me The Courts of Chaos,SearchCreativeWork
I want to see the movie schedule for KB Theatres .,SearchScreeningEvent
I want more francis healy in the Rockin' Vibes playlist.,AddToPlaylist
I'm looking for the video game called The Supernatural Events on Campus,SearchCreativeWork
this essay is five stars for sure,RateBook
Is The Missing Clerk playing,SearchScreeningEvent
Play chant music by Ira Losco on Iheart .,PlayMusic
Rate this album a 3,RateBook
give 0 out of 6 points to current book,RateBook
What is the movie schedule at Dipson Theatres,SearchScreeningEvent
add keltech to my 70s road trip playlist,AddToPlaylist
Can you give me the forecast for Keytesville for 12 minutes from now,GetWeather
Rate The Natural a 4,RateBook
Please find me the Youth Against Fascism television show .,SearchCreativeWork
"book a highly rated gastropub that has a pastelaria in Blue Anchor , MD in 55 weeks for my brother in law and I",BookRestaurant
Play a song off Ian Stuart Donaldson 's Nature Nurture album on Itunes,PlayMusic
weather for MA in the morning,GetWeather
Where can I download the game Miss Robin Hood,SearchCreativeWork
Give Miso Soup a rating of one points .,RateBook
rate this novel a three,RateBook
can you find me a showing for Before the Music Dies in one second ?,SearchScreeningEvent
Show me the song Spiderman of the Rings,SearchCreativeWork
What's the weather here,GetWeather
Rate this album 3 stars,RateBook
What is the nearest movie house playing The Miracle Rider,SearchScreeningEvent
I'd like a table at a top-rated tea house with javanese cuisine this week in Germany,BookRestaurant
add the album to my Latin Pop Rising playlist,AddToPlaylist
Show movie schedules for Marcus Corporation,SearchScreeningEvent
I give The Tin Can Tree a five of 6,RateBook
I want to hear something from Post-punk Revival,PlayMusic
add Daedelus to my Lazy Chill Afternoon,AddToPlaylist
give Power of Faerûn two of 6,RateBook
will there be hail in Kaffir,GetWeather
give three points to current book,RateBook
rate this book 0 out of 6,RateBook
when can i see Red Hot Tires,SearchScreeningEvent
Add suffer little children to this is racionais mc's playlist,AddToPlaylist
What movies are playing at the nearest cinema,SearchScreeningEvent
I want to give the current essay a five,RateBook
Please get me the Critical Condition show .,SearchCreativeWork
Please find me a novel called The Caledonian-Record .,SearchCreativeWork
Add keine grenzen to New Metal Tracks,AddToPlaylist
"Play the playlist, A Mis Niños de 30 .",PlayMusic
add this track to my Dinnertime Acoustics playist,AddToPlaylist
Add Welcome to the Cruel World to my Reggae Classics playlist,AddToPlaylist
Book a bakery at zero o'clock for 5 people.,BookRestaurant
I want to listen to Born On The Bayou on Iheart,PlayMusic
I need a reservation for a restaurant now with a party of 9 in Hilt,BookRestaurant
what time can i see The Half Naked Truth,SearchScreeningEvent
Add the album to the fantasía playlist,AddToPlaylist
Tell me the weather forecast close by Brown County State Park for meal time,GetWeather
book a spot for 8 in a cafeteria with german chocolate cake in Ecru New Mexico,BookRestaurant
I want to book a restaurant in Keeling Islands for a party of ten,BookRestaurant
Where is The Beach of Lost Children playing,SearchScreeningEvent
What's the forecast for nearby the current position ?,GetWeather
What's the forecast for my current place at five pm ?,GetWeather
"book me a restaurant for me, geneva and wilda for now in Blacksville",BookRestaurant
How will the weather be five weeks from now in Moneta ?,GetWeather
Where can I find the picture the Japanese Lovesong near me?,SearchCreativeWork
I rate 4 of 6 points for this textbook,RateBook
"I need to book the Beardslee Castle in Albania for me, cassie and lesley",BookRestaurant
Rate this chronicle a 4,RateBook
Book the Coon Chicken Inn in Baker City for 4 people.,BookRestaurant
Book the Gus Stevens Seafood Restaurant & Buccaneer Lounge in Papua New Guinea for one person.,BookRestaurant
